ID,"SKOS:prefLabel ""es""","skos:definition ""es""","SKOS:prefLabel ""en""","SKOS:prefLabel ""en""","skos:definition ""en""",SKOS:ExactMatch,SKOS:CloseMatch,SKOS:broader,SKOS:narrower,dc:source,"skos:historyNote ""es""","skos:scopeNote ""es""",gml:lowerCorner,gml:upperCorner,owl:deprecated
RNPBL,Reserva Bahía Laura,"Es una Reserva Natural Provincial de Santa Cruz, importante por sus colonias de aves marinas, incluyendo cormoranes, y por ser una zona de concentración de mamíferos marinos. El área incluye la isla Rasa Chica.",Bahía Laura,,"It is a Provincial Natural Reserve in Santa Cruz, important for its seabird colonies, including cormorants, and for being a concentration area for marine mammals. The area includes Rasa Chica island.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNIBS,Reserva Bahía Samborombón,"Es una Reserva Natural Integral y Refugio de Vida Silvestre en Buenos Aires, designada como Sitio Ramsar. Es un humedal de vital importancia para la nidificación y descanso de aves acuáticas y migratorias, y protege el hábitat del venado de las pampas.",Bahía Samborombón,,"It is an Integral Natural Reserve and Wildlife Refuge in Buenos Aires, designated as a Ramsar Site. It is a wetland of vital importance for the nesting and resting of aquatic and migratory birds, and it protects the habitat of the pampas deer.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNUMB,Reserva Bahía San Blas,"Es una Reserva Natural de Usos Múltiples en el sur de Buenos Aires. Protege un conjunto de islas, humedales y ambientes costeros que son el hábitat de diversas especies de aves, como la gaviota de olrog y el flamenco austral, además de ser una zona importante para la pesca deportiva.",Bahía San Blas,,"It is a Multiple-Use Natural Reserve in the south of Buenos Aires. It protects a set of islands, wetlands, and coastal environments that are the habitat for various bird species, such as the Olrog's gull and the southern flamingo, as well as being an important area for sport fishing.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNPSJ,Reserva Bahía San Julián,Es una Reserva Natural Provincial en Santa Cruz que protege un humedal de importancia internacional para aves migratorias (Sitio Hemisférico de la Red Hemisférica de Reservas para Aves Playeras). Alberga una gran diversidad de aves acuáticas y playeras.,Bahía San Julián,,It is a Provincial Natural Reserve in Santa Cruz that protects a wetland of international importance for migratory birds (Hemispheric Site of the Western Hemisphere Shorebird Reserve Network). It harbors a great diversity of aquatic and shore birds.,,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
AMPBH,Área Marina Protegida Propuesta Barco Hundido,"Es un Área Marina Protegida (AMP) propuesta en la porción norte del Golfo San Jorge. Se caracteriza por ser una zona de alta productividad primaria debido a sistemas frontales, beneficiando a especies como la merluza y el langostino. Su objetivo es proteger estos procesos oceanográficos y los ecosistemas bentónicos vulnerables.",Barco Hundido,,"It is a proposed Marine Protected Area (MPA) in the northern portion of the San Jorge Gulf. It is characterized by being an area of high primary productivity due to frontal systems, benefiting species such as hake and shrimp. Its objective is to protect these oceanographic processes and vulnerable benthic ecosystems.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNDBC,Reserva Baterías – Charles Darwin,"Es una Reserva Natural de la Defensa ubicada en la Base Naval Puerto Belgrano, Buenos Aires. Protege ambientes costeros, dunas y pastizales, conservando la biodiversidad de la ecorregión pampeana.",Baterías – Charles Darwin,,"It is a Defense Natural Reserve located at the Puerto Belgrano Naval Base, Buenos Aires. It protects coastal environments, dunes, and grasslands, conserving the biodiversity of the pampean ecoregion.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNPCB,Reserva Cabo Blanco,"Es una Reserva Natural Provincial en Santa Cruz, creada para proteger una de las colonias más importantes de lobos marinos de dos pelos y una gran diversidad de aves marinas. Es un área de gran valor para la investigación científica.",Cabo Blanco,,"It is a Provincial Natural Reserve in Santa Cruz, created to protect one of the most important colonies of South American fur seals and a great diversity of seabirds. It is an area of great value for scientific research.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
ANPDB,Área Natural Protegida Cabo Dos Bahías,Es un Área Natural Protegida en Chubut. Se destaca por sus colonias de pingüinos de Magallanes y su diversidad de aves marinas. Es un sitio de gran atractivo turístico y de importancia para la conservación de la fauna costera patagónica.,Cabo Dos Bahías,,It is a Protected Natural Area in Chubut. It is notable for its colonies of Magellanic penguins and its diversity of seabirds. It is a site of great tourist attraction and importance for the conservation of Patagonian coastal fauna.,,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNPCV,Reserva Cabo Vírgenes,"Es una Reserva Natural Provincial en Santa Cruz, ubicada en el extremo sur del continente americano. Alberga la colonia de pingüinos de Magallanes más austral del país y es un área importante para la conservación de aves y mamíferos marinos.",Cabo Vírgenes,,"It is a Provincial Natural Reserve in Santa Cruz, located at the southern tip of the American continent. It hosts the southernmost Magellanic penguin colony in the country and is an important area for the conservation of birds and marine mammals.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
ANPCL,Área Natural Protegida Caleta de los Loros‑Pozo Salado‑Punta Mejillón,Es un Área Natural Protegida en Río Negro. Abarca una extensa zona intermareal y humedales de importancia para aves playeras migratorias. Es un sitio clave para la conservación de la biodiversidad del Golfo San Matías.,Caleta de los Loros‑Pozo Salado‑Punta Mejillón,,It is a Protected Natural Area in Río Negro. It covers an extensive intertidal zone and wetlands of importance for migratory shorebirds. It is a key site for the conservation of biodiversity in the San Matías Gulf.,,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNPCO,Reserva Caleta Olivia,"Es una Reserva Natural Provincial en Santa Cruz. Protege una colonia reproductiva de lobos marinos de un pelo y áreas de descanso para otras especies de mamíferos marinos. También conocida como ""Reserva Natural Provincial Intangible Caleta Olivia"".",Caleta Olivia,,"It is a Provincial Natural Reserve in Santa Cruz. It protects a reproductive colony of South American sea lions and resting areas for other marine mammal species. Also known as ""Caleta Olivia Intangible Provincial Natural Reserve"".",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNPCD,Reserva Cañadón del Duraznillo,"Es una Reserva Natural Provincial en Santa Cruz que protege una porción de la costa con altos acantilados, cañadones y restingas intermareales. Conserva la biodiversidad característica de la estepa patagónica y el litoral marino, siendo hábitat del guanaco, piche y diversas aves.",Cañadón del Duraznillo,,"It is a Provincial Natural Reserve in Santa Cruz that protects a portion of the coast with high cliffs, canyons, and intertidal rocky shores. It conserves the characteristic biodiversity of the Patagonian steppe and the marine coastline, being a habitat for guanacos, pichis (dwarf armadillos), and various birds.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNDCM,Reserva Natural de la Defensa Centinela del Mar,"Es una Reserva Natural de la Defensa en Buenos Aires. Protege una franja costera con dunas y pastizales, conservando un paisaje representativo de la costa bonaerense y su biodiversidad asociada.",Centinela del Mar,,"It is a Defense Natural Reserve in Buenos Aires. It protects a coastal strip with dunes and grasslands, preserving a representative landscape of the Buenos Aires coast and its associated biodiversity.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RFRCL,Reserva Claromecó,"Es una Reserva Forestal, de Recreación y Turística en Buenos Aires, que protege un sistema de dunas costeras forestadas y ambientes asociados.",Claromecó,,"It is a Forest, Recreation, and Tourist Reserve in Buenos Aires, which protects a system of forested coastal dunes and associated environments.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RCATF,Reserva Costera Costa Atlántica de Tierra del Fuego,"Es una Reserva Costera y Sitio Ramsar en Tierra del Fuego. Es el sitio de invernada y descanso más importante de Sudamérica para varias especies de aves playeras migratorias, como el playero rojizo.",Costa Atlántica de Tierra del Fuego,,"It is a Coastal Reserve and Ramsar Site in Tierra del Fuego. It is the most important wintering and resting site in South America for several species of migratory shorebirds, such as the Red Knot.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
AMPDPA,Área Marina Protegida Propuesta Dunas de La Pampa Austral,"Es un Área Marina Protegida (AMP) propuesta en la plataforma exterior de Buenos Aires, caracterizada por sus campos de dunas submarinas. Es un área clave de alimentación para el delfín Franciscana y una zona de desove para peces costeros como la pescadilla y la corvina rubia.",Dunas de La Pampa Austral,,"It is a proposed Marine Protected Area (MPA) on the outer shelf of Buenos Aires, characterized by its submarine dune fields. It is a key feeding area for the Franciscana dolphin and a spawning ground for coastal fish such as the stripped weakfish and the blond croaker.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
ANPED,Área Natural Protegida El Doradillo,"Es un Área Natural Protegida en Chubut, reconocida mundialmente por ser uno de los principales sitios de cría y reproducción de la ballena franca austral. Sus aguas calmas y profundas ofrecen un refugio ideal para las madres y sus ballenatos.",El Doradillo,,"It is a Protected Natural Area in Chubut, globally recognized as one of the main breeding and calving sites for the southern right whale. Its calm and deep waters offer an ideal refuge for mothers and their calves.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNMFQ,Reserva Faro Querandí,"Es una Reserva Natural Municipal en Buenos Aires que protege un importante sistema de dunas vivas, único en la región, junto con la flora y fauna adaptadas a este ambiente extremo.",Faro Querandí,,"It is a Municipal Natural Reserve in Buenos Aires that protects an important system of active dunes, unique in the region, along with the flora and fauna adapted to this extreme environment.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNMFR,Reserva Faro Querandí RND,"Es una Reserva Natural Municipal en Buenos Aires que protege un importante sistema de dunas vivas, único en la región, junto con la flora y fauna adaptadas a este ambiente extremo.",Faro Querandí RND,,"It is a Municipal Natural Reserve in Buenos Aires that protects an important system of active dunes, unique in the region, along with the flora and fauna adapted to this extreme environment.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNFSA,Reserva Faro San Antonio,"Es una Reserva Natural en Buenos Aires, ubicada en la punta sur de la Bahía Samborombón. Protege ambientes de marismas, cangrejales y pastizales, siendo un sitio importante para aves y el venado de las pampas.",Faro San Antonio,,"It is a Natural Reserve in Buenos Aires, located at the southern tip of Samborombón Bay. It protects salt marsh, crab bed, and grassland environments, being an important site for birds and the pampas deer.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNPHC,Reserva Humedal Caleta Olivia,Es una Reserva Natural Provincial en Santa Cruz. Protege una colonia reproductiva de lobos marinos de un pelo y áreas de descanso para otras especies de mamíferos marinos.,Humedal Caleta Olivia,,It is a Provincial Natural Reserve in Santa Cruz. It protects a reproductive colony of South American sea lions and resting areas for other marine mammal species.,,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RPMIE,Reserva Isla de los Estados y Archipiélago de Año Nuevo,"Es una Reserva Provincial de Usos Múltiples en Tierra del Fuego. Protege un ecosistema subantártico único, con una gran biodiversidad, incluyendo las colonias más australes de pingüino de penacho amarillo y lobos marinos.",Isla de los Estados y Archipiélago de Año Nuevo,,"It is a Provincial Multiple-Use Reserve in Tierra del Fuego. It protects a unique subantarctic ecosystem with great biodiversity, including the southernmost colonies of the southern rockhopper penguin and sea lions.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNID,Reserva Isla Deseada,"Es una Reserva Natural en la ría Deseado, Santa Cruz. Forma parte de un sistema de reservas provinciales que protegen importantes colonias de aves marinas, como el pingüino de Magallanes y cormoranes.",Isla Deseada,,"It is a Natural Reserve in the Deseado estuary, Santa Cruz. It is part of a system of provincial reserves that protect important seabird colonies, such as the Magellanic penguin and cormorants.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
PIMIL,Parque Interjurisdiccional Marino Costero Isla Leones,"Forma parte del Parque Interjurisdiccional Marino Costero Patagonia Austral. Es una isla de gran importancia para la nidificación de aves marinas, especialmente el pingüino de Magallanes y el cormorán imperial.",Isla Leones,,"It is part of the Patagonia Austral Interjurisdictional Marine Coastal Park. It is an island of great importance for the nesting of seabirds, especially the Magellanic penguin and the imperial shag.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
PNIML,Parque Nacional Isla Monte León,Es el núcleo del Parque Nacional Monte León en Santa Cruz. Alberga una de las colonias de cormorán imperial más grandes del país y es un sitio de nidificación para el pingüino de Magallanes y otras aves marinas.,Isla Monte León,,It is the core of the Monte León National Park in Santa Cruz. It hosts one of the largest imperial shag colonies in the country and is a nesting site for the Magellanic penguin and other seabirds.,,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
PIMIP,Parque Interjurisdiccional Marino Costero Isla Pingüino,Es el núcleo del Parque Interjurisdiccional Marino Costero Isla Pingüino en Santa Cruz. Se destaca por albergar la única colonia de pingüinos de penacho amarillo accesible en el continente y una gran diversidad de fauna marina.,Isla Pingüino,,It is the core of the Isla Pingüino Interjurisdictional Marine Coastal Park in Santa Cruz. It is notable for hosting the only accessible southern rockhopper penguin colony on the continent and a great diversity of marine fauna.,,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNPIC,Reserva Islas Cormorán y Justicia,"Forman parte de la Reserva Natural Provincial Ría Deseado en Santa Cruz. Son dos islas que constituyen importantes sitios de nidificación para aves marinas, destacándose las colonias de cormorán imperial y cormorán de las rocas.",Islas Cormorán y Justicia,,"They are part of the Ría Deseado Provincial Natural Reserve in Santa Cruz. They are two islands that constitute important nesting sites for seabirds, especially highlighting the colonies of the Imperial Shag and the Rock Shag.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RODIG,Reserva Islote de la Gaviota Cangrejera,"Es una Reserva Natural de Objetivo Definido en la Ría Deseado, Santa Cruz. Protege un sitio de nidificación de la gaviota cangrejera o de olrog, una especie amenazada.",Islote de la Gaviota Cangrejera,,"It is a Defined-Objective Natural Reserve in the Deseado Estuary, Santa Cruz. It protects a nesting site for the Olrog's gull, a threatened species.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RFPIL,Reserva Islote Lobos,"Es una Reserva Faunística Provincial en el Golfo San Matías, Río Negro. Protege un apostadero reproductivo de lobos marinos de un pelo.",Islote Lobos,,"It is a Provincial Faunal Reserve in the San Matías Gulf, Río Negro. It protects a reproductive rookery of South American sea lions.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNPMK,Reserva Makenke,"Es una Reserva Natural Provincial en Santa Cruz, ubicada en la margen sur de la ría de Puerto Deseado. Protege el ambiente de estepa patagónica y su transición hacia la costa.",Makenke,,"It is a Provincial Natural Reserve in Santa Cruz, located on the southern bank of the Puerto Deseado estuary. It protects the Patagonian steppe environment and its transition to the coast.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RBMCH,Reserva de Biósfera Mar Chiquita,"Es una Reserva de Biósfera (MaB-UNESCO) y Reserva Natural Provincial en Buenos Aires. Protege la única laguna costera o albufera de Argentina, un ecosistema de gran diversidad biológica con ambientes marinos, de agua dulce y terrestres.",Mar Chiquita,,"It is a Biosphere Reserve (MaB-UNESCO) and Provincial Natural Reserve in Buenos Aires. It protects the only coastal lagoon or albufera in Argentina, an ecosystem of great biological diversity with marine, freshwater, and terrestrial environments.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RVSMT,Reserva de Vida Silvestre Marismas del Tuyú,"Es una Reserva de Vida Silvestre de la Fundación Vida Silvestre Argentina, ubicada en la Bahía Samborombón. Protege pastizales y humedales que son el hábitat del venado de las pampas y numerosas aves.",Marismas del Tuyú,,"It is a Wildlife Reserve of the Fundación Vida Silvestre Argentina, located in Samborombón Bay. It protects grasslands and wetlands that are the habitat of the pampas deer and numerous birds.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
PNML,Parque Nacional Monte León,"Es el primer Parque Nacional costero-marino continental de Argentina, ubicado en Santa Cruz. Protege una muestra representativa de la estepa y costa patagónica, incluyendo importantes colonias de pingüinos, lobos marinos y aves marinas.",Monte León,,"It is the first continental coastal-marine National Park in Argentina, located in Santa Cruz. It protects a representative sample of the Patagonian steppe and coast, including important colonies of penguins, sea lions, and seabirds.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNPML,Reserva Monte Loayza,Es una Reserva Natural Provincial en Santa Cruz que protege una importante colonia reproductiva de lobos marinos de un pelo y áreas de nidificación de aves marinas.,Monte Loayza,,It is a Provincial Natural Reserve in Santa Cruz that protects an important reproductive colony of South American sea lions and nesting areas for seabirds.,,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
AMPN1,Área Marina Protegida Namuncurá – Banco Burdwood I,"Es la primera Área Marina Protegida oceánica de Argentina. Protege un ecosistema de alta vulnerabilidad en una meseta submarina, con una gran biodiversidad que incluye corales de agua fría, esponjas y una rica fauna bentónica.",Namuncurá – Banco Burdwood I,,"It is the first oceanic Marine Protected Area in Argentina. It protects a highly vulnerable ecosystem on a submarine plateau, with great biodiversity that includes cold-water corals, sponges, and rich benthic fauna.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
AMPN2,Área Marina Protegida Namuncurá – Banco Burdwood II,"Es un Área Marina Protegida que amplía la protección del Banco Burdwood. Su objetivo es resguardar un sistema de montes submarinos y cañones, protegiendo procesos ecológicos clave y la biodiversidad asociada.",Namuncurá – Banco Burdwood II,,"It is a Marine Protected Area that expands the protection of the Burdwood Bank. Its objective is to safeguard a system of seamounts and canyons, protecting key ecological processes and the associated biodiversity.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
PIMPA,Parque Interjurisdiccional Marino Costero Patagonia Austral,"Es un Parque Interjurisdiccional Marino Costero que abarca la costa norte del Golfo San Jorge, en Chubut. Protege un área de gran importancia para la cría y alimentación de especies como el pingüino de Magallanes, lobos marinos y delfines.",Patagonia Austral,,"It is an Interjurisdictional Marine Coastal Park that covers the northern coast of the San Jorge Gulf, in Chubut. It protects an area of great importance for the breeding and feeding of species such as the Magellanic penguin, sea lions, and dolphins.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RBPAZ,Reserva de Biósfera Patagonia Azul,"Es una Reserva de Biósfera (MaB-UNESCO) en Chubut. Abarca la mayor parte del Parque Interjurisdiccional Patagonia Austral y protege una de las áreas de mayor biodiversidad de la costa argentina, incluyendo el 40% de la población mundial de pingüinos de Magallanes.",Patagonia Azul,,"It is a Biosphere Reserve (MaB-UNESCO) in Chubut. It covers most of the Patagonia Austral Interjurisdictional Park and protects one of the most biodiverse areas of the Argentine coast, including 40% of the world's Magellanic penguin population.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNPPC,Reserva Pehuén Co – Monte Hermoso,Es una Reserva Natural Provincial en Buenos Aires. Protege un yacimiento paleontológico con huellas fósiles de animales prehistóricos y un sector de dunas y playa.,Pehuén Co – Monte Hermoso,,It is a Provincial Natural Reserve in Buenos Aires. It protects a paleontological site with fossilized footprints of prehistoric animals and a sector of dunes and beach.,,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
APPPM,Área Protegida Provincial Península Mitre,"Es un Área Protegida Provincial en Tierra del Fuego. Protege vastas turberas que son importantes reservorios de carbono, bosques subantárticos, costas vírgenes y una rica fauna marina.",Península Mitre,,"It is a Provincial Protected Area in Tierra del Fuego. It protects vast peatlands that are important carbon reservoirs, subantarctic forests, pristine coasts, and rich marine fauna.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNPSJ,Reserva Península San Julián,"Es una Reserva Natural Provincial en Santa Cruz que protege ambientes de estepa y costa con una importante diversidad de fauna, especialmente aves.",Península San Julián,,"It is a Provincial Natural Reserve in Santa Cruz that protects steppe and coastal environments with a significant diversity of fauna, especially birds.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
ANPPV,Área Natural Protegida Península Valdés,"Es un Área Natural Protegida en Chubut y Sitio de Patrimonio Mundial de la UNESCO. Es mundialmente conocida por ser un santuario para la ballena franca austral, y alberga importantes colonias de elefantes y lobos marinos, orcas y pingüinos.",Península Valdés,,"It is a Protected Natural Area in Chubut and a UNESCO World Heritage Site. It is world-renowned for being a sanctuary for the southern right whale, and it hosts important colonies of elephant seals, sea lions, orcas, and penguins.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
AMPPI,Área Marina Protegida Propuesta Pingüinos,"Se refiere a una propuesta de Área Marina Protegida (AMP) denominada 'Frente de Talud', una zona frontal de alta productividad. Es un área de alimentación clave para el pingüino de Magallanes y el pingüino de penacho amarillo durante su etapa reproductiva.",Pingüinos,,"It refers to a proposed Marine Protected Area (MPA) called 'Frente de Talud' (Slope Front), a highly productive frontal zone. It is a key feeding area for the Magellanic penguin and the Southern Rockhopper penguin during their reproductive stage.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
ANPPL,Área Natural Protegida Playa Larga,"Es un Área Natural Protegida en Tierra del Fuego. Protege una extensa playa de canto rodado y ambientes asociados, siendo un área de importancia para aves playeras.",Playa Larga,,"It is a Protected Natural Area in Tierra del Fuego. It protects an extensive pebble beach and associated environments, being an important area for shorebirds.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RFPPL,Reserva Puerto Lobos,"Es una Reserva Faunística Provincial en Chubut, en el límite con Río Negro. Protege apostaderos de lobos marinos y áreas de nidificación de aves.",Puerto Lobos,,"It is a Provincial Faunal Reserve in Chubut, on the border with Río Negro. It protects sea lion rookeries and bird nesting areas.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNPMP,Reserva Natural del Puerto Mar del Plata,"Se refiere a la Reserva Natural del Puerto Mar del Plata, un espacio que protege una laguna y pastizales en medio de un entorno portuario, sirviendo de refugio para más de 150 especies de aves.",Puerto Mar del Plata,,"It refers to the Puerto Mar del Plata Natural Reserve, a space that protects a lagoon and grasslands in the midst of a port environment, serving as a refuge for more than 150 species of birds.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RFPPB,Reserva Punta Bermeja,Es una Reserva Faunística Provincial en Río Negro que alberga la colonia continental de lobos marinos de un pelo más grande del mundo.,Punta Bermeja,,It is a Provincial Faunal Reserve in Río Negro that hosts the largest continental colony of South American sea lions in the world.,,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RFPBA,Reserva Punta Buenos Aires,"Es una Reserva Faunística Provincial en Chubut, ubicada dentro de la Península Valdés. Protege apostaderos de elefantes marinos y lobos marinos.",Punta Buenos Aires,,"It is a Provincial Faunal Reserve in Chubut, located within the Valdés Peninsula. It protects elephant seal and sea lion rookeries.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RFPLE,Reserva Punta León,"Es una Reserva Faunística Provincial en Chubut, que protege un importante apostadero de lobos marinos de un pelo.",Punta León,,"It is a Provincial Faunal Reserve in Chubut, which protects an important rookery of South American sea lions.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
ANPLO,Área Natural Protegida Punta Loma,Es un Área Natural Protegida en Chubut. Fue la primera reserva faunística de la provincia y protege un apostadero permanente de lobos marinos de un pelo que puede ser observado durante todo el año.,Punta Loma,,It is a Protected Natural Area in Chubut. It was the province's first faunal reserve and protects a permanent rookery of South American sea lions that can be observed year-round.,,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNUMQ,Reserva Punta Marqués,"Es una Reserva Natural de Uso Múltiple en Chubut. Protege un apostadero de lobos marinos de un pelo ubicado en una meseta que se adentra en el mar, ofreciendo un punto panorámico para su observación.",Punta Marqués,,"It is a Multiple-Use Natural Reserve in Chubut. It protects a rookery of South American sea lions located on a plateau that extends into the sea, offering a panoramic viewpoint for observation.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RPPPO,Reserva Punta Popper,"Es una Reserva Provincial en Tierra del Fuego, parte de la Reserva Costa Atlántica. Protege un sitio de descanso y alimentación para aves playeras migratorias.",Punta Popper,,"It is a Provincial Reserve in Tierra del Fuego, part of the Costa Atlántica Reserve. It protects a resting and feeding site for migratory shorebirds.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNPR,Reserva Punta Rasa,Es una Reserva Natural y parte del Refugio de Vida Silvestre Bahía Samborombón en Buenos Aires. Es el punto de entrada de aves migratorias a la bahía.,Punta Rasa,,It is a Natural Reserve and part of the Bahía Samborombón Wildlife Refuge in Buenos Aires. It is the entry point for migratory birds into the bay.,,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
ANPPT,Área Natural Protegida Punta Tombo,Es un Área Natural Protegida en Chubut que alberga la colonia continental de pingüinos de Magallanes más grande del mundo.,Punta Tombo,,It is a Protected Natural Area in Chubut that hosts the largest continental colony of Magellanic penguins in the world.,,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
ANPTM,Área Natural Protegida Punta Tombo Marina,Es un Área Natural Protegida en Chubut que alberga la colonia continental de pingüinos de Magallanes más grande del mundo.,Punta Tombo Marina,,It is a Protected Natural Area in Chubut that hosts the largest continental colony of Magellanic penguins in the world.,,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RPCBB,Reserva Costera de la Bahía Blanca,"Es una reserva provincial que protege un extenso sistema de humedales costeros de importancia internacional (Sitio Ramsar), compuesto por marismas, planicies intermareales, islas y canales. Es un sitio clave para la conservación de aves playeras y acuáticas.",Reserva Costera de la Bahía Blanca,,"It is a provincial reserve that protects an extensive system of coastal wetlands of international importance (Ramsar Site), composed of salt marshes, intertidal flats, islands, and channels. It is a key site for the conservation of shorebirds and aquatic birds.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNUMF,Reserva Restinga del Faro,"Es una Reserva Natural de Usos Múltiples en la ciudad de Mar del Plata, Buenos Aires. Protege el ecosistema intermareal rocoso y la biodiversidad asociada.",Restinga del Faro,,"It is a Multiple-Use Natural Reserve in the city of Mar del Plata, Buenos Aires. It protects the rocky intertidal ecosystem and its associated biodiversity.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNPRD,Reserva Ría Deseado,"Es una Reserva Natural Provincial en Santa Cruz. Protege el único río sudamericano que ha sido invadido por el mar, creando un ecosistema único con fiordos, acantilados e islas que albergan una rica fauna marina.",Ría Deseado,,"It is a Provincial Natural Reserve in Santa Cruz. It protects the only South American river that has been invaded by the sea, creating a unique ecosystem with fjords, cliffs, and islands that host rich marine fauna.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
RNRA,Reserva Rincón de Ajó,"Es una Reserva Natural y parte del Refugio de Vida Silvestre Bahía Samborombón en Buenos Aires, protegiendo pastizales y humedales.",Rincón de Ajó,,"It is a Natural Reserve and part of the Bahía Samborombón Wildlife Refuge in Buenos Aires, protecting grasslands and wetlands.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
HIERG,Estuario del Río Gallegos,"Se refiere al estuario del Río Gallegos en Santa Cruz, designado como Humedal de Importancia Internacional (Sitio Ramsar) por su valor para las aves acuáticas y migratorias.",Río Gallegos,,"It refers to the Río Gallegos estuary in Santa Cruz, designated as a Wetland of International Importance (Ramsar Site) for its value to aquatic and migratory birds.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
